am_sid.x,am_cat,sciname,iucn_sid.x,pop_trend,pop_cat,spp_group,id_no,iucn_subpop,spatial_source,cat_score,trend_score
Fis-27299,NA,Nessorhamphus ingolfianus,199401,Unknown,LC,NA,NA,NA,am,0,NA
Fis-25413,NA,Nezumia aequalis,198597,Unknown,LC,NA,NA,NA,am,0,NA
Fis-14348,NA,Normichthys operosus,18155949,Decreasing,LC,NA,NA,NA,am,0,-0.5
Fis-30362,NA,Notacanthus chemnitzii,195852,Unknown,LC,NA,NA,NA,am,0,NA
Fis-140102,NA,Notoscopelus kroyeri,NA,NA,NA,NA,NA,NA,am,NA,NA
Fis-33803,NA,Odontomacrurus murrayi,60482037,Unknown,LC,NA,NA,NA,am,0,NA
Fis-49909,NA,Odontostomops normalops,13462731,Unknown,LC,NA,NA,NA,am,0,NA
Fis-50476,NA,Oneirodes anisacanthus,67965222,Unknown,DD,NA,NA,NA,am,NA,NA
Fis-50483,NA,Oneirodes carlsbergi,18128090,Unknown,LC,NA,NA,NA,am,0,NA
Fis-50491,NA,Oneirodes eschrichtii,18128749,Unknown,LC,NA,NA,NA,am,0,NA
Fis-50544,NA,Oneirodes macrosteus,60482102,Unknown,LC,NA,NA,NA,am,0,NA
Fis-50552,NA,Oneirodes myrionemus,60482105,Unknown,DD,NA,NA,NA,am,NA,NA
Fis-52203,LC,Osmerus dentex,NA,NA,LC,NA,NA,NA,am,0,NA
Fis-22922,LC,Osmerus mordax,202413,Unknown,LC,NA,NA,NA,am,0,NA
Fis-23205,VU,Oxynotus centrina,63141,Unknown,VU,NA,NA,NA,am,0.4,NA
Fis-50194,NA,Parabrotula plagiophthalma,60482248,Unknown,LC,NA,NA,NA,am,0,NA
Fis-30458,NA,Paralepis coregonoides,NA,NA,NA,NA,NA,NA,am,NA,NA
Fis-47561,NA,Paraliparis bathybius,NA,NA,NA,NA,NA,NA,am,NA,NA
Fis-146809,DD,Paraliparis copei copei,NA,NA,DD,NA,NA,NA,am,NA,NA
Fis-47566,NA,Paraliparis hystrix,18237772,Unknown,DD,NA,NA,NA,am,NA,NA
Fis-27242,NA,Penopus microphthalmus,60482312,Unknown,LC,NA,NA,NA,am,0,NA
Fis-30477,LC,Petromyzon marinus,135719,Unknown,LC,NA,NA,NA,am,0,NA
Fis-24893,NA,Pholis gunnellus,NA,NA,NA,NA,NA,NA,am,NA,NA
Fis-34206,NA,Photostylus pycnopterus,190298,Unknown,LC,NA,NA,NA,am,0,NA
Fis-24267,NA,Phrynorhombus norvegicus,18227064,Stable,LC,NA,NA,NA,am,0,0
Fis-23722,NA,Phycis blennoides,NA,NA,NA,NA,NA,NA,am,NA,NA
Fis-139713,NA,Phyllorhinichthys micractis,60482562,Unknown,LC,NA,NA,NA,am,0,NA
Fis-23725,LC,Platichthys flesus,135717,Decreasing,LC,NA,NA,NA,am,0,-0.5
Fis-34615,NA,Platytroctes apus,190217,Unknown,LC,NA,NA,NA,am,0,NA
Fis-149814,NA,Platytroctes mirus,NA,NA,NA,NA,NA,NA,am,NA,NA
Fis-30498,LC,Pleuronectes platessa,135690,Increasing,LC,NA,NA,NA,am,0,0.5
Fis-22732,NA,Pollachius pollachius,18125103,Unknown,LC,NA,NA,NA,am,0,NA
Fis-23728,NA,Pollachius virens,NA,NA,NA,NA,NA,NA,am,NA,NA
Fis-26349,NA,Polyacanthonotus challengeri,190403,Unknown,LC,NA,NA,NA,am,0,NA
Fis-48118,NA,Polyacanthonotus rissoanus,NA,NA,NA,NA,NA,NA,am,NA,NA
Fis-33795,NA,Polyipnus polli,21132879,Unknown,LC,NA,NA,NA,am,0,NA
Fis-25434,NA,Polymetme corythaeola,NA,NA,NA,NA,NA,NA,am,NA,NA
Fis-139714,NA,Polymetme thaeocoryla,190258,Unknown,LC,NA,NA,NA,am,0,NA
Fis-22932,DD,Polyprion americanus,43972,Unknown,DD,NA,NA,NA,am,NA,NA
Fis-23736,LC,Pomatoschistus microps,198667,Stable,LC,NA,NA,NA,am,0,0
Fis-23737,NA,Pomatoschistus minutus,198668,Stable,LC,NA,NA,NA,am,0,0
Fis-23738,NA,Pomatoschistus norvegicus,198552,Stable,LC,NA,NA,NA,am,0,0
Fis-23739,NA,Pomatoschistus pictus,198550,Stable,LC,NA,NA,NA,am,0,0
Fis-50204,NA,Porogadus miles,60482748,Unknown,LC,NA,NA,NA,am,0,NA
Fis-25469,NA,Poromitra crassiceps,190239,Unknown,LC,NA,NA,NA,am,0,NA
Fis-50305,NA,Poromitra megalops,60482859,Unknown,DD,NA,NA,NA,am,NA,NA
Fis-23222,NT,Prionace glauca,39381,Unknown,NT,NA,NA,NA,am,0.2,NA
Fis-63149,NA,Protomyctophum arcticum,NA,NA,NA,NA,NA,NA,am,NA,NA
Fis-130917,NA,Pseudomyrophis nimius,199328,Unknown,LC,NA,NA,NA,am,0,NA
Fis-30530,DD,Pseudotriakis microdon,44566,Unknown,LC,NA,NA,NA,am,0,NA
Fis-30555,NA,Pterycombus brama,190330,Unknown,LC,NA,NA,NA,am,0,NA
Fis-24923,LC,Pungitius pungitius,18878,Stable,LC,NA,NA,NA,am,0,0
Fis-30563,NT,Raja clavata,39399,Decreasing,NT,NA,NA,NA,am,0.2,-0.5
Fis-30925,LC,Raja montagui,63146,Stable,LC,NA,NA,NA,am,0,0
Fis-132559,LC,Rajella barnardi,44650,Stable,LC,NA,NA,NA,am,0,0
Fis-131802,LC,Rajella fyllae,161587,Unknown,LC,NA,NA,NA,am,0,NA
Fis-167643,LC,Rajella lintea,NA,NA,LC,NA,NA,NA,am,0,NA
Fis-132543,LC,Rajella ravidula,44620,Unknown,LC,NA,NA,NA,am,0,NA
Fis-23757,NA,Raniceps raninus,18125145,Unknown,LC,NA,NA,NA,am,0,NA
Fis-23758,NA,Ranzania laevis,193615,Unknown,LC,NA,NA,NA,am,0,NA
Fis-30575,NA,Regalecus glesne,190378,Unknown,LC,NA,NA,NA,am,0,NA
Fis-23237,NA,Reinhardtius hippoglossoides,NA,NA,NA,NA,NA,NA,am,NA,NA
Fis-24930,LC,Remora brachyptera,155068,Stable,LC,NA,NA,NA,am,0,0
Fis-28178,NA,Rhadinesthes decimus,18257501,Unknown,LC,NA,NA,NA,am,0,NA
Fis-33129,LC,Rhinochimaera atlantica,60145,Unknown,LC,NA,NA,NA,am,0,NA
Fis-30919,NA,Rondeletia loricata,60483273,Unknown,LC,NA,NA,NA,am,0,NA
Fis-26352,NA,Rouleina attrita,15149121,Unknown,LC,NA,NA,NA,am,0,NA
Fis-27303,NA,Saccopharynx ampullaceus,18227123,Unknown,LC,NA,NA,NA,am,0,NA
Fis-28120,NA,Sagamichthys schnakenbecki,18155952,Unknown,LC,NA,NA,NA,am,0,NA
Fis-29501,LC,Salmo salar,19855,NA,LC,NA,NA,NA,am,0,NA
Fis-21630,LC,Salmo trutta,NA,NA,LC,NA,NA,NA,am,0,NA
Fis-153593,LC,Salvelinus alpinus alpinus,NA,NA,LC,NA,NA,NA,am,0,NA
Fis-23765,NA,Sardina pilchardus,198580,Unknown,LC,NA,NA,NA,am,0,NA
Fis-30610,NA,Schedophilus medusophagus,NA,NA,NA,NA,NA,NA,am,NA,NA
Fis-58405,NA,Scomberesox saurus,190211,Unknown,LC,NA,NA,NA,am,0,NA
Fis-49922,NA,Scopelarchus analis,190316,Unknown,LC,NA,NA,NA,am,0,NA
Fis-50311,LC,Scopeloberyx opisthopterus,155189,Unknown,LC,NA,NA,NA,am,0,NA
Fis-27277,NA,Scopelogadus beanii,18238049,Stable,DD,NA,NA,NA,am,NA,0
Fis-27313,NA,Scopelosaurus lepidus,190389,Unknown,LC,NA,NA,NA,am,0,NA
Fis-3161,NA,Scophthalmus maximus,NA,NA,NA,NA,NA,NA,am,NA,NA
Fis-23250,NA,Scophthalmus rhombus,NA,NA,NA,NA,NA,NA,am,NA,NA
Fis-23251,LC,Scyliorhinus canicula,161399,Stable,LC,NA,NA,NA,am,0,0
Fis-23256,NT,Scyliorhinus stellaris,161484,Unknown,NT,NA,NA,NA,am,0.2,NA
Fis-31235,NA,Searsia koefoedi,190147,Unknown,LC,NA,NA,NA,am,0,NA
Fis-30636,EN,Sebastes fasciatus,20084,NA,EN,NA,NA,NA,am,0.6,NA
Fis-29522,LC,Sebastes mentella,154816,Unknown,LC,NA,NA,NA,am,0,NA
Fis-149739,NA,Sebastes norvegicus,NA,NA,NA,NA,NA,NA,am,NA,NA
Fis-30647,NA,Sebastes viviparus,NA,NA,NA,NA,NA,NA,am,NA,NA
Fis-132814,LC,Serrivomer lanceolatoides,155227,Unknown,LC,NA,NA,NA,am,0,NA
Fis-162325,NA,Sigmops bathyphilus,18252853,Unknown,LC,NA,NA,NA,am,0,NA
Fis-23272,NA,Solea solea,198739,Stable,DD,NA,NA,NA,am,NA,0
Fis-22831,NT,Somniosus microcephalus,60213,Unknown,NT,NA,NA,NA,am,0.2,NA
Fis-23825,NA,Spinachia spinachia,18257762,Stable,LC,NA,NA,NA,am,0,0
Fis-50565,NA,Spiniphryne gladisfenae,190402,Unknown,LC,NA,NA,NA,am,0,NA
Fis-23834,NA,Sprattus sprattus,NA,NA,NA,NA,NA,NA,am,NA,NA
Fis-50714,NA,Squalogadus modificatus,190237,Unknown,LC,NA,NA,NA,am,0,NA
Fis-29532,VU,Squalus acanthias,39326,Decreasing,VU,NA,NA,NA,am,0.4,-0.5
Fis-23282,CR,Squatina squatina,39332,Decreasing,CR,NA,NA,NA,am,0.8,-0.5
Fis-24789,NA,Stephanolepis hispidus,16781168,Unknown,LC,NA,NA,NA,am,0,NA
Fis-144084,NA,Stichaeus punctatus punctatus,NA,NA,NA,NA,NA,NA,am,NA,NA
Fis-23839,NA,Stomias boa boa,NA,NA,NA,NA,NA,NA,am,NA,NA
Fis-33179,LC,Synaphobranchus kaupii,155246,Stable,LC,NA,NA,NA,am,0,0
Fis-30688,NA,Syngnathus acus,198765,Unknown,LC,NA,NA,NA,am,0,NA
Fis-30697,NA,Syngnathus rostellatus,18258249,Stable,LC,NA,NA,NA,am,0,0
Fis-30699,NA,Syngnathus typhle,198767,Unknown,LC,NA,NA,NA,am,0,NA
Fis-30708,NA,Taractes asper,NA,NA,NA,NA,NA,NA,am,NA,NA
Fis-23853,NA,Taurulus bubalis,198741,Unknown,LC,NA,NA,NA,am,0,NA
Fis-30711,NA,Tetragonurus cuvieri,198716,Stable,LC,NA,NA,NA,am,0,0
Fis-33128,LC,Thalassobathia pelagica,154798,Unknown,LC,NA,NA,NA,am,0,NA
Fis-23865,NA,Trachinotus ovatus,198644,Unknown,LC,NA,NA,NA,am,0,NA
Fis-30734,NA,Trachinus draco,198719,Unknown,LC,NA,NA,NA,am,0,NA
Fis-31205,NA,Trachinus radiatus,198720,Unknown,LC,NA,NA,NA,am,0,NA
Fis-25029,NA,Trachipterus arcticus,NA,NA,NA,NA,NA,NA,am,NA,NA
Fis-26609,NA,Trachonurus villosus,NA,NA,NA,NA,NA,NA,am,NA,NA
Fis-23873,NA,Trachurus trachurus,198647,Decreasing,VU,NA,NA,NA,am,0.4,-0.5
Fis-63107,NA,Trachyrincus murrayi,NA,NA,NA,NA,NA,NA,am,NA,NA
Fis-5669,NA,Trigloporus lastoviza,198751,Unknown,LC,NA,NA,NA,am,0,NA
Fis-30902,NA,Triglops murrayi,NA,NA,NA,NA,NA,NA,am,NA,NA
Fis-30903,NA,Triglops nybelini,NA,NA,NA,NA,NA,NA,am,NA,NA
Fis-62940,NA,Triglops pingelii,NA,NA,NA,NA,NA,NA,am,NA,NA
Fis-32108,NA,Trigonolampa miriceps,18257684,Unknown,LC,NA,NA,NA,am,0,NA
Fis-23875,NA,Trisopterus esmarkii,18125208,Increasing,LC,NA,NA,NA,am,0,0.5
Fis-23876,NA,Trisopterus luscus,NA,NA,NA,NA,NA,NA,am,NA,NA
Fis-23313,LC,Trisopterus minutus,49911704,Unknown,LC,NA,NA,NA,am,0,NA
Fis-30752,NA,Uroconger syringinus,190400,Unknown,LC,NA,NA,NA,am,0,NA
Fis-22973,NA,Urophycis tenuis,NA,NA,NA,NA,NA,NA,am,NA,NA
Fis-28170,NA,Valenciennellus tripunctulatus,18253303,Unknown,LC,NA,NA,NA,am,0,NA
Fis-27285,NA,Venefica proboscidea,199373,Unknown,LC,NA,NA,NA,am,0,NA
Fis-25437,NA,Xenodermichthys copei,15149335,Unknown,LC,NA,NA,NA,am,0,NA
Fis-33124,NA,Xyelacyba myersi,NA,NA,NA,NA,NA,NA,am,NA,NA
Fis-61628,DD,Zameus squamulosus,60215,Unknown,DD,NA,NA,NA,am,NA,NA
Fis-23892,NA,Zeugopterus punctatus,NA,NA,NA,NA,NA,NA,am,NA,NA
Fis-30758,NA,Zeus faber,198769,Stable,DD,NA,NA,NA,am,NA,0
Fis-23316,NA,Zoarces viviparus,NA,NA,NA,NA,NA,NA,am,NA,NA
Fis-23893,NA,Zu cristatus,190346,Unknown,LC,NA,NA,NA,am,0,NA
Fis-33748,NA,Asquamiceps velaris,NA,NA,NA,NA,NA,NA,am,NA,NA
Fis-63121,NA,Bythites islandicus,57453648,Unknown,DD,NA,NA,NA,am,NA,NA
Fis-47521,NA,Careproctus micropus,NA,NA,NA,NA,NA,NA,am,NA,NA
Fis-159506,NA,Coelorinchus caudani,NA,NA,NA,NA,NA,NA,am,NA,NA
Fis-47484,NA,Cottunculus sadko,NA,NA,NA,NA,NA,NA,am,NA,NA
Fis-50599,NA,Gigantactis longicirra,60470683,Unknown,LC,NA,NA,NA,am,0,NA
Fis-112804,NA,Gobius roulei,198663,Unknown,LC,NA,NA,NA,am,0,NA
Fis-139562,NA,Himantolophus compressus,18127828,Unknown,DD,NA,NA,NA,am,NA,NA
Fis-149048,NA,Himantolophus crinitus,42830213,Unknown,LC,NA,NA,NA,am,0,NA
Fis-143873,NA,Himantolophus melanolophus,NA,NA,NA,NA,NA,NA,am,NA,NA
Fis-112702,NA,Laemonema robustum,60471850,Unknown,DD,NA,NA,NA,am,NA,NA
Fis-132055,NA,Lamprogrammus shcherbachevi,60471916,Unknown,DD,NA,NA,NA,am,NA,NA
Fis-63129,NA,Linophryne algibarbata,NA,NA,NA,NA,NA,NA,am,NA,NA
Fis-170112,NA,Liparis bathyarcticus,NA,NA,NA,NA,NA,NA,am,NA,NA
Fis-53631,NA,Lophotus capellei,NA,NA,NA,NA,NA,NA,am,NA,NA
Fis-47453,NA,Lycenchelys muraena,NA,NA,NA,NA,NA,NA,am,NA,NA
Fis-116941,NA,Lycodes adolfi,NA,NA,NA,NA,NA,NA,am,NA,NA
Fis-117866,NA,Lycodes luetkenii,NA,NA,NA,NA,NA,NA,am,NA,NA
Fis-152512,NA,Lycodes marisalbi,NA,NA,NA,NA,NA,NA,am,NA,NA
Fis-160950,DD,Neoraja iberica,161383,Unknown,LC,NA,NA,NA,am,0,NA
Fis-153714,NA,Phyllorhinichthys balushkini,60482553,Unknown,LC,NA,NA,NA,am,0,NA
Fis-149266,NA,Physiculus microbarbata,15522270,Unknown,DD,NA,NA,NA,am,NA,NA
Fis-146385,NA,Psednos gelatinosus,NA,NA,NA,NA,NA,NA,am,NA,NA
Fis-146390,NA,Psednos micruroides,NA,NA,NA,NA,NA,NA,am,NA,NA
Fis-164733,NA,Pseudoscopelus cordilluminatus,NA,NA,NA,NA,NA,NA,am,NA,NA
Fis-63133,NA,Psychrolutes subspinosus,NA,NA,NA,NA,NA,NA,am,NA,NA
Fis-131893,DD,Rajella kukujevi,161622,Unknown,LC,NA,NA,NA,am,0,NA
Fis-63137,NA,Rhodichthys regina,NA,NA,NA,NA,NA,NA,am,NA,NA
Fis-50608,NA,Rhynchactis leptonema,NA,NA,NA,NA,NA,NA,am,NA,NA
Fis-126118,NA,Rhynchactis macrothrix,60483177,Unknown,DD,NA,NA,NA,am,NA,NA
W-Pho-128548,NA,Phoronis hippocrepia,NA,NA,NA,NA,NA,NA,am,NA,NA
ITS-563986,NA,Symbion pandora,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-139325,NA,Oenopota obliqua,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-140275,NA,Erginus rubellus,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-140857,NA,Janolus hyalinus,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-139580,NA,Geitodoris planata,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-156714,NA,Flabellina gracilis,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-156715,NA,Flabellina nobilis,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-138938,NA,Volutopsius norwegicus,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-140525,NA,Cryptonatica affinis,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-160248,NA,Curtitoma violacea,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-138870,NA,Buccinum nivale,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-156447,NA,Tachyrhynchus reticulatus,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-224618,NA,Thuridilla picta,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-141822,NA,Margarites olivaceus,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-141820,NA,Margarites groenlandicus,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-139305,NA,Nepotilla amoena,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-445357,NA,Haliotis rufescens,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-139975,NA,Puncturella noachina,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-141283,NA,Frigidoalvania janmayeni,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-254378,NA,Pyrulofusus deformis,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-140264,NA,Littorina saxatilis,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-140263,NA,Littorina obtusata,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-141308,NA,Onoba aculeus,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-140616,NA,Omalogyra atomus,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-196391,NA,Tachyrhynchus erosus,NA,NA,NA,NA,NA,NA,am,NA,NA
SLB-72043,NA,Seguenzia monocingulata,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-141905,NA,Velutina velutina,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-141902,NA,Velutina plicatilis,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-140175,NA,Marsenina glabra,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-138864,NA,Buccinum glaciale,NA,NA,NA,NA,NA,NA,am,NA,NA
SLB-73565,NA,Buccinum polaris,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-160133,NA,Buccinum sericatum,NA,NA,NA,NA,NA,NA,am,NA,NA
SLB-73531,NA,Buccinum belcheri,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-138866,NA,Buccinum hydrophanum,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-138869,NA,Buccinum micropoma,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-138902,NA,Colus islandicus,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-138923,NA,Neptunea despecta,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-160060,NA,Cylichna gouldii,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-139553,NA,Diaphana hiemalis,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-141138,NA,Retusa truncatula,NA,NA,NA,NA,NA,NA,am,NA,NA
SLB-77318,NA,Archidoris montereyensis,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-139525,NA,Dendronotus robustus,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-581837,NA,Dirona albolineata,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-139765,NA,Eubranchus exiguus,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-153380,NA,Cuthona gymnota,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Iso-174518,NA,Antarcturus horridus,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Iso-174520,NA,Antarcturus polaris,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Iso-119017,NA,Astacilla arietina,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Iso-119023,NA,Astacilla intermedia,NA,NA,NA,NA,NA,NA,am,NA,NA
SLB-17928,NA,Jaera praehirsuta,NA,NA,NA,NA,NA,NA,am,NA,NA
SLB-13031,NA,Aega glacialis,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Iso-118775,NA,Austroniscus norbi,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Iso-175221,NA,Austroniscus ovalis,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Iso-257114,NA,Caecognathia hodgsoni,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Iso-174920,NA,Eisothistos antarcticus,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Iso-423421,NA,Haplomesus angustus,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Iso-118662,NA,Haploniscus ingolfi,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Iso-118688,NA,Heteromesus frigidus,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Iso-174631,NA,Litarcturus lillei,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Iso-118860,NA,Natatolana caeca,NA,NA,NA,NA,NA,NA,am,NA,NA
SLB-16024,NA,Politolana micropthalma,NA,NA,NA,NA,NA,NA,am,NA,NA
ITS-660121,NA,Gastroptychus formosus,NA,NA,NA,NA,NA,NA,am,NA,NA
ITS-89948,NA,Boreomysis megalops,NA,NA,NA,NA,NA,NA,am,NA,NA
ITS-90000,NA,Heteromysis microps,NA,NA,NA,NA,NA,NA,am,NA,NA
ITS-90036,NA,Mysidella typica,NA,NA,NA,NA,NA,NA,am,NA,NA
ITS-90125,NA,Pseudomma nanum,NA,NA,NA,NA,NA,NA,am,NA,NA
ITS-90524,NA,Mysidetes farrani,NA,NA,NA,NA,NA,NA,am,NA,NA
ITS-90569,NA,Hemimysis abyssicola,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Tnd-136265,NA,Apseudes grossimanus,NA,NA,NA,NA,NA,NA,am,NA,NA
SLB-23034,NA,Apseudes latreillei,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Tnd-136554,NA,Typhlotanais brevicornis,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Tnd-247599,NA,Paratyphlotanais microcheles,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Iso-255685,NA,Eugerda intermedia,NA,NA,NA,NA,NA,NA,am,NA,NA
ITS-96118,NA,Acanthephyra armata,NA,NA,NA,NA,NA,NA,am,NA,NA
ITS-96160,NA,Stylodactylus licinus,NA,NA,NA,NA,NA,NA,am,NA,NA
ITS-206282,NA,Lernaeodiscus ingolfi,NA,NA,NA,NA,NA,NA,am,NA,NA
ITS-656182,NA,Glyptelasma hamatum,NA,NA,NA,NA,NA,NA,am,NA,NA
ITS-85107,NA,Xestoleberis aurantia,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Pol-131018,NA,Josephella marenzelleri,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Pol-130639,NA,Eulalia viridis,NA,NA,NA,NA,NA,NA,am,NA,NA
SLB-2809,NA,Bylgides sarsi,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Pol-238542,NA,Typosyllis cornuta,NA,NA,NA,NA,NA,NA,am,NA,NA
SLB-3283,NA,Exogone naidina,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Pol-130888,NA,Chone duneri,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Pol-131121,NA,Dipolydora quadrilobata,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Pol-131051,NA,Serpula vermicularis,NA,NA,NA,NA,NA,NA,am,NA,NA
SLB-4371,NA,Pista maculata,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Hyd-117411,NA,Lafoeina maxima,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Hyd-117428,NA,Cordylophora caspia,NA,NA,NA,NA,NA,NA,am,NA,NA
SLB-63861,NA,Turritopsis nutricula,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Hyd-117475,NA,Dipurena halterata,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Hyd-117781,NA,Amphinema rugosum,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Hyd-117691,NA,Filellum serratum,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Hyd-117902,NA,Sertularella gayi,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Hyd-117517,NA,Eutonina indicans,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Hyd-117522,NA,Helgicirrha schulzei,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Hyd-157947,NA,Halecium beanii,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Hyd-117598,NA,Halecium nanum,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Hyd-117804,NA,Phialella quadrata,NA,NA,NA,NA,NA,NA,am,NA,NA
URM-Cn-6225,NA,Epizoanthus incrustatus,NA,NA,NA,NA,NA,NA,am,NA,NA
URM-Cn-6188,NA,Sphenotrochus andrewianus,NA,NA,NA,NA,NA,NA,am,NA,NA
URM-Cn-5103,NA,Coenocyathus cylindricus,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-142011,NA,Yoldiella subaequilatera,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-140588,NA,Nucula hanleyi,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-156916,NA,Nucula proxima,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-156914,NA,Nucula delphinodonta,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-156923,NA,Nuculana tenuisulcata,NA,NA,NA,NA,NA,NA,am,NA,NA
SLB-69472,NA,Cyclopecten nanus,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-157005,NA,Yoldia limatula,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-157007,NA,Yoldia sapotilla,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-141997,NA,Yoldiella frigida,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-423165,NA,Astarte esquimalti,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-156744,NA,Astarte castanea,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-138820,NA,Astarte crenata,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-156747,NA,Astarte undata,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-138821,NA,Astarte elliptica,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-138818,NA,Astarte borealis,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-138823,NA,Astarte montagui,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-391795,NA,Delectopecten vancouverensis,NA,NA,NA,NA,NA,NA,am,NA,NA
SLB-69317,NA,Pododesmus macrochisma,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-420776,NA,Pododesmus rudis,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-156994,NA,Solemya velum,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-156993,NA,Solemya grandis,NA,NA,NA,NA,NA,NA,am,NA,NA
SLB-69728,NA,Solemya reidi,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-138797,NA,Bathyarca glacialis,NA,NA,NA,NA,NA,NA,am,NA,NA
