group,species,n_cat
Crustacea,Xenodice frauenfeldti,LC
Annelida,Aglaophamus malmgreni,LC
Annelida,Aglaophamus rubella,LC
Annelida,Alitta succinea,DD
Annelida,Alitta virens,LC
Annelida,Alkmaria romijni,VU
Annelida,Amaeana trilobata,LC
Annelida,Amage adspersa,NA
Annelida,Amage auricula,LC
Annelida,Amage gallasii,NA
Annelida,Amage scotica,NA
Annelida,Amagopsis klugei,LC
Annelida,Ampharete acutifrons,LC
Annelida,Ampharete baltica,LC
Annelida,Ampharete falcata,LC
Annelida,Ampharete finmarchica,LC
Annelida,Ampharete goesi,NA
Annelida,Ampharete lindstroemi,LC
Annelida,Ampharete vega,DD
Annelida,Amphicteis gunneri,LC
Annelida,Amphicteis midas,NA
Annelida,Amphicteis ninonae,LC
Annelida,Amphitrite cirrata,LC
Annelida,Amphitritides gracilis,LC
Annelida,Amythasides macroglossus,LC
Annelida,Anobothrus gracilis,LC
Annelida,Apomatus similis,LC
Annelida,Aponuphis bilineata,LC
Annelida,Arenicola marina,LC
Annelida,Arenicolides ecaudata,LC
Annelida,Artacama proboscidea,LC
Annelida,Axionice flexuosa,LC
Annelida,Axionice maculata,LC
Annelida,Baffinia hesslei,DD
Annelida,Brada granulosa,LC
Annelida,Brada incrustata,DD
Annelida,Brada inhabilis,LC
Annelida,Brada rugosa,NA
Annelida,Brada villosa,LC
Annelida,Ceratocephale loveni,LC
Annelida,Chaetoparia nilssoni,LC
Annelida,Chitinopoma serrula,LC
Annelida,Diplocirrus glaucus,LC
Annelida,Diplocirrus hirsutus,LC
Annelida,Diplocirrus longisetosus,LC
Annelida,Ditrupa arietina,LC
Annelida,Eclysippe vanelli,LC
Annelida,Eteone barbata,LC
Annelida,Eteone flava,LC
Annelida,Eteone foliosa,LC
Annelida,Eteone longa,LC
Annelida,Eteone picta,NA
Annelida,Eteone spetsbergensis,NE
Annelida,Eteone suecica,NA
Annelida,Eulalia aurea,NA
Annelida,Eulalia bilineata,LC
Annelida,Eulalia expusilla,NA
Annelida,Eulalia hanssoni,LC
Annelida,Eulalia microoculata,DD
Annelida,Eulalia mustela,LC
Annelida,Eulalia ornata,NA
Annelida,Eulalia tjalfiensis,LC
Annelida,Eulalia viridis,LC
Annelida,Eumida arctica,LC
Annelida,Eumida bahusiensis,LC
Annelida,Eumida ockelmanni,LC
Annelida,Eumida sanguinea,LC
Annelida,Eunereis longissima,LC
Annelida,Eunice dubitata,LC
Annelida,Eunice harassii,NA
Annelida,Eunice norvegica,LC
Annelida,Eunice pennata,LC
Annelida,Eunice torquata,NA
Annelida,Eupolymnia nebulosa,LC
Annelida,Eupolymnia nesidensis,LC
Annelida,Filograna dysteri,NA
Annelida,Filograna implexa,LC
Annelida,Flabelligera affinis,LC
Annelida,Galathowenia fragilis,LC
Annelida,Galathowenia oculata,LC
Annelida,Glycera alba,LC
Annelida,Glycera capitata,LC
Annelida,Glycera celtica,LC
Annelida,Glycera dayi,NA
Annelida,Glycera gigantea,NA
Annelida,Glycera lapidum,LC
Annelida,Glycera mimica,NA
Annelida,Glycera oxycephala,DD
Annelida,Glycera rouxii,LC
Annelida,Glycera tesselata,NA
Annelida,Glycera tridacyla,LC
Annelida,Glycera unicornis,NA
Annelida,Glycinde nordmanni,LC
Annelida,Glyphanostomum pallescens,LC
Annelida,Goniada maculata,LC
Annelida,Goniada norvegica,LC
Annelida,Goniada pallida,LC
Annelida,Goniadella bobretzkii,LC
Annelida,Goniadella gracilis,NA
Annelida,Hauchiella tribullata,LC
Annelida,Hediste diversicolor,LC
Annelida,Hesionura elongata,LC
Annelida,Hyalinoecia tubicola,LC
Annelida,Hydroides norvegicus,LC
Annelida,Lanassa nordenskioeldi,LC
Annelida,Lanassa venusta,LC
Annelida,Lanice conchilega,LC
Annelida,Laphania boecki,LC
Annelida,Leaena ebranchiata,LC
Annelida,Lysidice ninetta,NA
Annelida,Lysilla loveni,LC
Annelida,Lysippe labiata,LC
Annelida,Lysippides fragilis,LC
Annelida,Marphysa bellii,LC
Annelida,Marphysa fallax,NA
Annelida,Marphysa sanguinea,NA
Annelida,Melinna albicincta,LC
Annelida,Melinna cristata,LC
Annelida,Melinna elisabethae,LC
Annelida,Melinnopsis arctica,NA
Annelida,Melinnopsis rostrata,NA
Annelida,Melythasides laubieri,LC
Annelida,Metavermilia arctica,DD
Annelida,Micronephthys minuta,NA
Annelida,Micronephthys neotena,NA
Annelida,Mugga bathyalis,LC
Annelida,Mugga wahrbergi,LC
Annelida,Myriochele danielsseni,LC
Annelida,Myriochele heeri,LC
Annelida,Myriochele olgae,LC
Annelida,Mystides borealis,NE
Annelida,Mystides caeca,LC
Annelida,Mystides southerni,NE
Annelida,Neanthes fucata,LC
Annelida,Neanthes irrorata,DD
Annelida,Nematonereis unicornis,NA
Annelida,Neoamphitrite affinis,LC
Annelida,Neoamphitrite edwardsii,NA
Annelida,Neoamphitrite figulus,LC
Annelida,Neoamphitrite grayi,LC
Annelida,Neoamphitrite groenlandica,LC
Annelida,Nephtys assimilis,LC
Annelida,Nephtys caeca,LC
Annelida,Nephtys ciliata,LC
Annelida,Nephtys cirrosa,LC
Annelida,Nephtys hombergi,LC
Annelida,Nephtys hystricis,LC
Annelida,Nephtys incisa,LC
Annelida,Nephtys kersivalensis,LC
Annelida,Nephtys longosetosa,LC
Annelida,Nephtys paradoxa,LC
Annelida,Nephtys pente,LC
Annelida,Nephtys pulchra,LC
Annelida,Nereiphylla lutea,LC
Annelida,Nereiphylla paretti,NA
Annelida,Nereis elitoralis,LC
Annelida,Nereis pelagica,LC
Annelida,Nereis zonata,LC
Annelida,Nicolea venustula,LC
Annelida,Nicolea zostericola,LC
Annelida,Nothria africana,NA
Annelida,Nothria britannica,NA
Annelida,Nothria conchylega,LC
Annelida,Nothria hyperborea,NE
Annelida,Notophyllum foliosum,LC
Annelida,Octobranchus floriceps,LC
Annelida,Omphalopomopsis fimbriata,NA
Annelida,Ophelia borealis,NE
Annelida,Ophelia limacina,LC
Annelida,Ophelia rathkei,NA
Annelida,Ophelina abranchiata,LC
Annelida,Ophelina acuminata,LC
Annelida,Ophelina cylindricaudata,LC
Annelida,Ophelina helgolandiae,LC
Annelida,Ophelina minima,LC
Annelida,Ophelina modesta,LC
Annelida,Ophelina norvegica,LC
Annelida,Owenia assimilis,DD
Annelida,Owenia borealis,LC
Annelida,Owenia fusiformis,NE
Annelida,Owenia polaris,LC
Annelida,Paradiopatra fiordica,LC
Annelida,Paradiopatra quadricuspis,LC
Annelida,Paramphitrite birulai,NE
Annelida,Paramphitrite tetrabranchia,LC
Annelida,Paranaitis katoi,LC
Annelida,Paranaitis kosteriensis,LC
Annelida,Paranaitis uschakovi,NE
Annelida,Paranaitis wahlbergi,NA
Annelida,Pectinaria auricoma,LC
Annelida,Pectinaria belgica,LC
Annelida,Pectinaria granulata,VU
Annelida,Pectinaria hyperborea,LC
Annelida,Pectinaria koreni,LC
Annelida,Petta pusilla,LC
Annelida,Pherusa arctica,LC
Annelida,Pherusa falcata,LC
Annelida,Pherusa flabellata,LC
Annelida,Pherusa plumosa,LC
Annelida,Phisidia aurea,LC
Annelida,Phyllodoce citrina,LC
Annelida,Phyllodoce groenlandica,LC
Annelida,Phyllodoce laminosa,NA
Annelida,Phyllodoce lineata,LC
Annelida,Phyllodoce longipes,LC
Annelida,Phyllodoce maculata,LC
Annelida,Phyllodoce madeirensis,NA
Annelida,Phyllodoce mucosa,LC
Annelida,Phyllodoce rosea,LC
Annelida,Pirakia punctifera,NA
Annelida,Pista bansei,LC
Annelida,Pista cristata,LC
Annelida,Pista lornensis,LC
Annelida,Placostegus tridentatus,LC
Annelida,Platynereis dumerilii,LC
Annelida,Polycirrus arcticus,LC
Annelida,Polycirrus haematodes,NA
Annelida,Polycirrus latidens,LC
Annelida,Polycirrus medusa,LC
Annelida,Polycirrus norvegicus,LC
Annelida,Polycirrus plumosus,LC
Annelida,Pomatoceros triqueter,LC
Annelida,Proclea graffi,LC
Annelida,Proclea malmgreni,LC
Annelida,Protis arctica,NA
Annelida,Protomystides exigua,LC
Annelida,Protula tubularia,LC
Annelida,Pseudomystides limbata,LC
Annelida,Pseudomystides spinachia,LC
Annelida,Pterocirrus nidarosiensis,LC
Annelida,Pterocirrus slastnikovi,LC
Annelida,Rhamphobrachium brevibrachiatum,LC
Annelida,Rhyacodrilus subterraneus,LC
Annelida,Sabellides borealis,LC
Annelida,Sabellides octocirrata,LC
Annelida,Samytha sexcirrata,LC
Annelida,Samythella neglecta,LC
Annelida,Serpula vermicularis,LC
Annelida,Sige fusigera,LC
Annelida,Sige oliveri,LC
Annelida,Sosane sulcata,LC
Annelida,Sosanopsis wireni,LC
Annelida,Streblosoma bairdi,LC
Annelida,Streblosoma intestinale,LC
Annelida,Terebellides stroemi,LC
Annelida,Thelepus cincinnatus,LC
Annelida,Travisia forbesii,LC
Annelida,Trichobranchus glacialis,LC
Annelida,Trichobranchus roseus,LC
Annelida,Trichobranchus sikorskii,LC
Annelida,Typhlonereis gracilis,LC
Annelida,Websterinereis glauca,NA
Annelida,Ymerana pteropoda,LC
Annelida,Zatsepinia rittichae,LC
Bryozoa,Paludicella articulata,LC
Mammals,Balaena mysticetus,CR
Mammals,Balaenoptera acutorostrata,LC
Mammals,Balaenoptera musculus,VU
Mammals,Balaenoptera physalus,LC
Mammals,Cystophora cristata,EN
Mammals,Delphinapterus leucas,DD
Mammals,Erignathus barbatus,LC
Mammals,Eubalaena glacialis,RE
Mammals,Halichoerus grypus,LC
Mammals,Hyperoodon ampullatus,LC
Mammals,Megaptera novaeangliae,LCß
Mammals,Mesoplodon bidens,DD
Mammals,Monodon monoceros,EN
Mammals,Orcinus orca,LC
Mammals,Pagophilus groenlandicus,LC
Mammals,Phoca vitulina,LC
Mammals,Phocoena phocoena,LC
Mammals,Pusa hispida,VU
Mammals,Odobenus rosmarus,VU
Mammals,Phoca vitulina,VU
Mammals,Ursus maritimus,VU
Porifera,Acervochalina limbata,LC
Anthozoa,Actinauge richardi,NE
Anthozoa,Actinia equina,NE
Anthozoa,Actinostola callosa,NE
Anthozoa,Adamsia palliata,NE
Porifera,Aka insidiosa,NA
Anthozoa,Alcyonium digitatum,LC
Porifera,Alectona millari,LC
Anthozoa,Amphianthus mopsiae,NE
Anthozoa,Amphianthus norvegicus,NE
Anthozoa,Andwakia mirabilis,NE
Anthozoa,Andwakia parva,NE
Anthozoa,Anemonactis mazelii,NE
Anthozoa,Anemonia viridis,NE
Anthozoa,Anthelia borealis,LC
Anthozoa,Anthelia fallax,DD
Anthozoa,Anthomastus grandiflorus,NT
Anthozoa,Anthothela grandiflora,LC
Anthozoa,Arachnanthus sarsi,NE
Porifera,Ascaltis lamarcki,NA
Porifera,Ascandra corallicola,LC
Scyphozoa,Atolla wyvillei,LC
Anthozoa,Aulactina stella,NE
Scyphozoa,Aurelia aurita,LC
Porifera,Axinella arctica,LC
Porifera,Axinella infundibuliformis,LC
Porifera,Axinella rugosa,LC
Porifera,Axinella vellerea,NE
Anthozoa,Bolocera tuediae,NE
Anthozoa,Botrucnidifer norvegicus,NE
Porifera,Brattegardia nanseni,LC
Porifera,Bubaris vermiculata,LC
Anthozoa,Bunodactis spetsbergensis,NE
Anthozoa,Caryophyllia smithii,LC
Anthozoa,Cerianthus lloydii,NE
Anthozoa,Cerianthus vogti,NE
Scyphozoa,Chrysaora hysoscella,NA
Porifera,Ciocalypta penicillus,LC
Porifera,Cladocroce ventilabrum,NA
Porifera,Clathrina arnesenae,LC
Porifera,Clathrina blanca,LC
Porifera,Clathrina camura,LC
Porifera,Clathrina coriacea,LC
Porifera,Clathrina cribrata,LC
Porifera,Clathrina jorunnae,DD
Porifera,Clathrina lacunosa,LC
Porifera,Clathrina pellucida,LC
Anthozoa,Clavularia arctica,DD
Porifera,Cliona celata,LC
Porifera,Cliona lobata,DD
Porifera,Craniella cranium,LC
Porifera,Craniella infrequens,LC
Porifera,Craniella polyura,LC
Porifera,Craniella sigmoancoratum,DD
Porifera,Craniella zetlandica,LC
Anthozoa,Cribrinopsis similis,NE
Scyphozoa,Cyanea capillata,LC
Scyphozoa,Cyanea lamarckii,LC
Anthozoa,Desmophyllum cristagalli,DD
Anthozoa,Diadumene cincta,NE
Anthozoa,Drifa glomerata,LC
Anthozoa,Duva florida,LC
Anthozoa,Duva multiflora,NE
Anthozoa,Edwardsia andresi,NE
Anthozoa,Edwardsia carlgreni,NE
Anthozoa,Edwardsia claparedii,NE
Anthozoa,Edwardsia costata,NE
Anthozoa,Edwardsia danica,NE
Anthozoa,Edwardsia finmarchica,NE
Anthozoa,Edwardsia fusca,NE
Anthozoa,Edwardsia longicornis,NE
Anthozoa,Edwardsia norvegica,NE
Anthozoa,Edwardsia tuberculata,NE
Anthozoa,Edwardsiella carnea,NE
Anthozoa,Edwardsiella loveni,NE
Porifera,Ephydatia fluviatilis,LC
Porifera,Ephydatia mÅlleri,LC
Anthozoa,Epizoanthus couchii,NE
Anthozoa,Epizoanthus danielsseni,NE
Anthozoa,Epizoanthus erdmanni,NE
Anthozoa,Epizoanthus glacialis,NE
Anthozoa,Epizoanthus incrustatus,NE
Anthozoa,Epizoanthus norvegicus,NE
Porifera,Ernstia septentrionalis,DD
Porifera,Eunapius fragilis,LC
Anthozoa,Flabellum macandrewi,LC
Anthozoa,Fungiacyathus fragilis,DD
Anthozoa,Funiculina quadrangularis,LC
Porifera,Geodia atlantica,LC
Porifera,Geodia barretti,LC
Porifera,Geodia macandrewii,LC
Porifera,Geodia phlegraei,LC
Porifera,Geodia simplex,NE
Anthozoa,Gersemia clavata,NE
Anthozoa,Gersemia fruticosa,LC
Anthozoa,Gersemia rubiformis,LC
Anthozoa,Gonactinia prolifera,NE
Porifera,Grantia arctica,LC
Porifera,Grantia capillosa,LC
Porifera,Grantia compressa,LC
Porifera,Grantia phillipsi,LC
Porifera,Grantia singularis,DD
Anthozoa,Halcampa arctica,NE
Anthozoa,Halcampa duodecimcirrata,NE
Anthozoa,Halcampoides abyssorum,NE
Porifera,Halichondria bowerbanki,LC
Porifera,Halichondria diversispiculata,DD
Porifera,Halichondria genetrix,LC
Porifera,Halichondria normani,DD
Porifera,Halichondria panicea,LC
Porifera,Halichondria sitiens,LC
Porifera,Halichondria tenera,DD
Porifera,Halichondria velamentosa,DD
Porifera,Haliclona cinerea,NA
Porifera,Haliclona flagellifer,DD
Porifera,Haliclona oculata,LC
Porifera,Haliclona pulcherrima,LC
Porifera,Haliclona rosea,LC
Porifera,Haliclona tromsoica,DD
Porifera,Haliclona urceolus,LC
Anthozoa,Halipteris christii,LC
Anthozoa,Halipteris finmarchica,LC
Porifera,Halisarca dujardini,LC
Porifera,Hemigellius arcoferus,LC
Porifera,Hemigellius hartlaubi,LC
Porifera,Hemigellius pumiceus,DD
Porifera,Hexadella dedritifera,LC
Anthozoa,Hormathia digitata,NE
Anthozoa,Hormathia nodosa,NE
Porifera,Hymeniacidon fallax,NE
Porifera,Hymeniacidon fristedti,DD
Porifera,Hymeniacidon perleve,DD
Anthozoa,Isidella lofotensis,LC
Anthozoa,Isoedwardsia nidarosiensis,NE
Anthozoa,Isozoanthus arborescens,NE
Anthozoa,Isozoanthus ingolfi,NE
Anthozoa,Isozoanthus sulcatus,NE
Anthozoa,Kadosactis abyssicola,NE
Anthozoa,Kophobelemnon stelliferum,LC
Porifera,Leucandra ananas,LC
Porifera,Leucandra aspera,NA
Porifera,Leucandra caminus,DD
Porifera,Leucandra cylindrica,DD
Porifera,Leucandra elongata,DD
Porifera,Leucandra fistulosa,DD
Porifera,Leucandra polejaevi,DD
Porifera,Leucilla echinus,DD
Porifera,Leucosolenia botryoides,LC
Porifera,Leucosolenia complicata,LC
Porifera,Leucosolenia fragilis,NE
Porifera,Leucosolenia variabilis,DD
Anthozoa,Limnactinia laevis,NE
Anthozoa,Lophelia pertusa,NT
Anthozoa,Madrepora oculata,DD
Anthozoa,Metridium senile,NE
Anthozoa,Muriceides kuekenthali,LC
Porifera,Oceanapia robusta,LC
Anthozoa,Octineon suecicum,NE
Porifera,Oscarella lobularis,LC
Porifera,Pachastrella monilifera,LC
Porifera,Pachymatisma normani,LC
Anthozoa,Paraedwardsia arenaria,NE
Anthozoa,Paraedwardsia sarsii,NE
Anthozoa,Paragorgia arborea,NT
Anthozoa,Paramuricea placomus,LC
Anthozoa,Parasicyonis sarsii,NE
Anthozoa,Parazoanthus anguicomus,NE
Anthozoa,Peachia boekii,NE
Anthozoa,Peachia cylindrica,NE
Scyphozoa,Pelagia noctiluca,NA
Anthozoa,Pennatula aculeata,LC
Anthozoa,Pennatula grandis,LC
Anthozoa,Pennatula phosphorea,LC
Scyphozoa,Periphylla periphylla,LC
Porifera,Petrosia crassa,LC
Porifera,Phakellia bowerbanki,LC
Porifera,Phakellia robusta,LC
Porifera,Phakellia ventilabrum,LC
Anthozoa,Phellia gausapata,NE
Anthozoa,Phellia norvegica,NE
Porifera,Pione vastifica,LC
Porifera,Plakortis simplex,LC
Porifera,Poecillastra compressa,LC
Porifera,Polymastia agglutinans,NA
Porifera,Polymastia boletiformis,LC
Porifera,Polymastia mammillaris,LC
Porifera,Polymastia uberrima,LC
Anthozoa,Primnoa resedaeformis,LC
Anthozoa,Protanthea simplex,NE
Anthozoa,Protoptilum thomsoni,DD
Porifera,Protosuberites epiphytum,DD
Porifera,Protosuberites incrustans,LC
Porifera,Pseudaxinella sulcata,DD
Porifera,Pseudosuberites hyalinus,LC
Porifera,Pseudosuberites sulphureus,LC
Anthozoa,Ptychodactis patula,NE
Porifera,Quasillina brevis,LC
Porifera,Quasillina richardi,NE
Porifera,Racekiela ryderi,NT
Anthozoa,Radicipes gracilis,VU
Porifera,Radiella hemisphaeria,LC
Porifera,Radiella sol,LC
Scyphozoa,Rhizostoma pulmo,NA
Anthozoa,Sagartia elegans,NE
Anthozoa,Sagartia ornata,NE
Anthozoa,Sagartia troglodytes,NE
Anthozoa,Sagartiogeton flexibilis,NE
Anthozoa,Sagartiogeton laceratus,NE
Anthozoa,Sagartiogeton tubicolus,NE
Anthozoa,Sagartiogeton undatus,NE
Anthozoa,Sagartiogeton viduatus,NE
Anthozoa,Sarcodictyon roseum,LC
Anthozoa,Scolanthus callimorphus,NE
Anthozoa,Sideractis glacialis,NE
Porifera,Sphaerotylus borealis,NA
Porifera,Sphaerotylus capitatus,LC
Porifera,Spinularia spinularia,LC
Porifera,Spongilla lacustris,LC
Porifera,Spongosorites difficilis,LC
Porifera,Stelletta grubii,DD
Porifera,Stelletta normani,LC
Anthozoa,Stenocyathus vermiformis,DD
Anthozoa,Stomphia coccinea,NE
Porifera,Stryphnus fortis,LC
Porifera,Stryphnus ponderosus,NA
Anthozoa,Stylatula elegans,LC
Porifera,Stylocordyla borealis,LC
Porifera,Suberites carnosus,LC
Porifera,Suberites ficus,LC
Porifera,Suberites spermatozoon,NE
Porifera,Suberites virgutosus,LC
Anthozoa,Swiftia pallida,DD
Anthozoa,Swiftia rosea,LC
Porifera,Sycandra utriculus,LC
Porifera,Sycettusa glacialis,LC
Porifera,Sycettusa kuekenthali,DD
Porifera,Sycettusa nitida,DD
Porifera,Sycon abyssale,LC
Porifera,Sycon boreale,NE
Porifera,Sycon ciliatum,LC
Porifera,Sycon quadrangulum,NA
Porifera,Sycon quadrata,NE
Porifera,Sycon raphanus,NA
Porifera,Sycon villosum,LC
Porifera,Tentorium semisuberites,LC
Porifera,Tethya norvegica,LC
Porifera,Thenea levis,LC
Porifera,Thenea muricata,LC
Porifera,Thenea valdiviae,LC
Porifera,Topsentia fibrosa,DD
Anthozoa,Umbellula encrinus,LC
Anthozoa,Urticina crassicornis,NE
Anthozoa,Urticina eques,NE
Anthozoa,Urticina felina,NE
Porifera,Ute gladiata,LC
Anthozoa,Virgularia glacialis,DD
Anthozoa,Virgularia mirabilis,LC
Anthozoa,Virgularia tuberculata,LC
Porifera,Vosmaeria crustacea,LC
Porifera,Vulcanella annulata,DD
Porifera,Weberella bursa,LC
